"0","1467810369","Mon Apr 06 22:19:45 PDT 2009","NO_QUERY","_TheSpecialOne_","@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
"0","1467810672","Mon Apr 06 22:19:49 PDT 2009","NO_QUERY","scotthamilton","is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!"
"4","1467863706","Mon Apr 06 22:33:35 PDT 2009","NO_QUERY","bianca110994","wow san diego is so beautiful. even more so now that we won  but whats a good game without a good fight(;"
"4","1467863715","Mon Apr 06 22:33:35 PDT 2009","NO_QUERY","barbarahui","@epistemographer @digitalhumanist Doing a disciplinary PhD with the support/structure of a New Media program like that sounds heavenly "
"4","1467863723","Mon Apr 06 22:33:35 PDT 2009","NO_QUERY","wakeup_maggie","must sleep, big day tomorrow. two tests AND class registration for next sem. ahh! goodnight, twitterers "
"4","1467863788","Mon Apr 06 22:33:37 PDT 2009","NO_QUERY","fluffymuppet","@claire_brewer I've seen one of those aisles in Borders in Oxford. They're... well, tragic "
"4","1467863795","Mon Apr 06 22:33:37 PDT 2009","NO_QUERY","TahoeMax","@thornbek Erin Esurance is so hot. Carry on "
"4","1467863812","Mon Apr 06 22:33:37 PDT 2009","NO_QUERY","foxsyd","@Boobookittifukk not there yet. And i beleive so  red carpet sighting i hope."
"4","1467863827","Mon Apr 06 22:33:37 PDT 2009","NO_QUERY","danielleamona","the cars in Fast and Furious get me excited "
"4","1467863930","Mon Apr 06 22:33:39 PDT 2009","NO_QUERY","lildevilxxangel","@comeagainjen Jennifer "
"4","1467863943","Mon Apr 06 22:33:39 PDT 2009","NO_QUERY","VctorianRomantc","@betzitall Wall-E is a great battle for stress.   Yay for staying up all night and doing homework together!"
"4","1467863956","Mon Apr 06 22:33:39 PDT 2009","NO_QUERY","tikrazy","It's been a while since i have watched the Cosby Show, i forgot how funny it was  BUT CAN'T SLEEP THOUGH grrrrr"
"4","1467864071","Mon Apr 06 22:33:41 PDT 2009","NO_QUERY","smileyj68","@landrew Hehe, thanks   Was going for the incendiary headline this time "
"4","1467864107","Mon Apr 06 22:33:42 PDT 2009","NO_QUERY","psam","@honeytech Happy Morning! "
"4","1467864110","Mon Apr 06 22:33:44 PDT 2009","NO_QUERY","SOML","@SashaKane Um, my kids get up at 5am &amp; need their breakfasts cooked, you ready? "
"4","1467864114","Mon Apr 06 22:33:42 PDT 2009","NO_QUERY","rashisha","@saad_83 I wasn't late  I was right on time"
"4","1467864162","Mon Apr 06 22:33:43 PDT 2009","NO_QUERY","gaytwink","@myk14 Thanks buddy *high fives* hehe "
"4","1467864201","Mon Apr 06 22:33:43 PDT 2009","NO_QUERY","katiegirl2103","@sytycda Could not agree more!The unison&amp; committment was incredible.Considering the pressure they r under made it all the more amazing "
"4","1467864230","Mon Apr 06 22:33:44 PDT 2009","NO_QUERY","mangaaa","@cityrat59 lol! you counted 15 times! Yeah, it was a drag today...wasn't sure if my tweets were going out. seems to behave now though "
"4","1467864259","Mon Apr 06 22:33:45 PDT 2009","NO_QUERY","nany_micucci","@comeagainjen http://twitpic.com/2y2lx - and you are cooler than her she just wants the babiiesss O_O HAHAHAHA "
"4","1467864330","Mon Apr 06 22:33:46 PDT 2009","NO_QUERY","Easterbanger","@reesh heyyyyyy want to hook it up!! lol "
"4","1467864348","Mon Apr 06 22:33:46 PDT 2009","NO_QUERY","JMBuckett","Saddle Ranch Comedy night. Then back to the boy's house "
"4","1467864395","Mon Apr 06 22:33:47 PDT 2009","NO_QUERY","marreka","Today I performed for the first and last time at the Grebel talent show. 4 exams left until undergrad is over "
"4","1467864416","Mon Apr 06 22:33:47 PDT 2009","NO_QUERY","XHeroLoveX","@xShorty4Lifex white!! "
"4","1467864426","Mon Apr 06 22:33:47 PDT 2009","NO_QUERY","pico","@thesouthernstar haha... sarapan aja belum kok, udah disamperin sama client di rumah...  "
"4","1467864444","Mon Apr 06 22:33:48 PDT 2009","NO_QUERY","elysemize","@JonathanRKnight  i do embrace the simple life.  simple things like a new kids reunion makes me an extremely happy girl "
"4","1467864476","Mon Apr 06 22:33:48 PDT 2009","NO_QUERY","ddribin","@lapcat Need to send 'em to my accountant tomorrow. Oddly, I wasn't even referring to my taxes. Those are supporting evidence, though. "
"4","1467864594","Mon Apr 06 22:33:52 PDT 2009","NO_QUERY","GreenA_V","@mmcallen Sigh, wish I could have a GMIC meeting here in San Diego! Spoke to Johanna already, she said it was great... "
"4","1467879837","Mon Apr 06 22:37:54 PDT 2009","NO_QUERY","JTB3Productions","had a wonderful Portland evening! Thanks Carrie "
"4","1467879883","Mon Apr 06 22:37:55 PDT 2009","NO_QUERY","CortaneyTyneOx","6:37 in the morning and haven't been sleep   YAY!"
"4","1467879899","Mon Apr 06 22:37:55 PDT 2009","NO_QUERY","PandaMarie1025","Headed off to Wal*Mart for more boxes. Uber excited "
"4","1467879913","Mon Apr 06 22:37:56 PDT 2009","NO_QUERY","IronMan1176","@axisportals scowls are a lot more temporary than adulthood "
"4","1467879938","Mon Apr 06 22:37:56 PDT 2009","NO_QUERY","kaancornelio","I'm melting. *sighs* Serendipity is such a sweet sweet movie. I love it. "
"4","1467880019","Mon Apr 06 22:37:57 PDT 2009","NO_QUERY","Anja1975","@JonathanRKnight wake up with ah Jon tweet. The Best start for my day  thx Jon love You"
"4","1467880076","Mon Apr 06 22:37:58 PDT 2009","NO_QUERY","Tessa82","Got an inspiration -&gt; dyeing my hair! "
"4","1467880160","Mon Apr 06 22:38:02 PDT 2009","NO_QUERY","prettybabyxxiii","just  created this account...looking around "
"4","1467880323","Mon Apr 06 22:38:02 PDT 2009","NO_QUERY","suitelifeofkell","@amyg0716 I'm gunnna do both of those things "
"4","1467880410","Mon Apr 06 22:38:03 PDT 2009","NO_QUERY","softspokenmc","http://twitpic.com/2y2tq - So far, it is interesting. "
"4","1467880442","Mon Apr 06 22:38:04 PDT 2009","NO_QUERY","iCalvin","Haven't tweeted nearly all day  Posted my website tonight, hopefully that goes well  Night time!"
"4","1467880588","Mon Apr 06 22:38:06 PDT 2009","NO_QUERY","kitty42","@craigsutton     that's a long-time, good for you!   "
"4","1467880606","Mon Apr 06 22:38:07 PDT 2009","NO_QUERY","InMyPANTS","(@thuquoc) jizzin' in my pants excited about seeing ARMIN VAN BUUREN tomorrow "
"4","1467880608","Mon Apr 06 22:38:07 PDT 2009","NO_QUERY","jasonatennui","@mehulbhuva Good luck, and let me know how it goes! "
"4","1467880653","Mon Apr 06 22:38:10 PDT 2009","NO_QUERY","ChrisVjd","@tayswift Congrats from Peru! You were/are amazing! i was speechless,thank u so much! come here someday plz, ill wait forever seriously! "
"4","1467880701","Mon Apr 06 22:38:10 PDT 2009","NO_QUERY","DraStudio","@rogieking Congrats on the newborn! Our first is due in June "
"4","1467880739","Mon Apr 06 22:38:09 PDT 2009","NO_QUERY","ThiaHeartsNick","Dodgers beat the Padres  Go Blue!"
"4","1467880795","Mon Apr 06 22:38:10 PDT 2009","NO_QUERY","DowntownRob","@jbruin lol esp when your updates hit my phone... "
"4","1467880805","Mon Apr 06 22:38:10 PDT 2009","NO_QUERY","Cari_Dale","@JonathanRKnight I'm just glad you appreciate Iowa.    Come back in late summer when they're cutting hay...  best..smell.. EVER!"
"4","1467880815","Mon Apr 06 22:38:10 PDT 2009","NO_QUERY","MaraBG","@pjaficionado  Having fun, loving life, happy to be in the game. Everything else is a bonus. Not just BS either!"
"4","1467880816","Mon Apr 06 22:38:10 PDT 2009","NO_QUERY","Ayvii","@vuittonretarded  awww. Is there anything i can do "
"4","1467880899","Mon Apr 06 22:38:13 PDT 2009","NO_QUERY","BilboAtBagEnd","But I do not mind.  Goodnight"
"4","1467880917","Mon Apr 06 22:38:13 PDT 2009","NO_QUERY","Kittydoll67","@mistressathenax oh lets let it be a surprise. "
"4","1467881023","Mon Apr 06 22:38:13 PDT 2009","NO_QUERY","Samantha53","Proud future member of the R.B. "
"4","1467881029","Mon Apr 06 22:38:13 PDT 2009","NO_QUERY","michxxblc","@miss_tattoo heyy!  you got those pictures of Donnie's gift on the USB stick?! "
"4","1467881033","Mon Apr 06 22:38:13 PDT 2009","NO_QUERY","MrsMcMahon","Giant Drag &quot;Wicked Game&quot; ? http://twt.fm/32811 #musicmonday - Better than the original &amp; the commercial promo song for Nip/Tuck season 5! "
"4","1467881055","Mon Apr 06 22:38:13 PDT 2009","NO_QUERY","weboword","@web20classroom Fabulous post about WordAhead!  And overall loved your blog."
"4","1467881080","Mon Apr 06 22:38:14 PDT 2009","NO_QUERY","MissTeezy","Much Luv to @espressowoman54 &amp; @tommyruffin who's now following me on twitter!! "
"4","1467881142","Mon Apr 06 22:38:15 PDT 2009","NO_QUERY","inworship","@KendallMassey @jclayville rocks. But don't tell her I said that "
